StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6A1,Q6A3,Q6A3_1_TEXT,Q138,Q138_4_TEXT,Q6A2,Q41_1,Q41_2,Q78,Q78_9_TEXT,Q1F4,Q4A1,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q5A1,HH1,Q1A1,Q122,Q1A2,Q1A2_1_TEXT,Q1A3,Q1A3_3_TEXT,Q1A4a,Q1A4b,Q1A5a,Q1A5a_1_TEXT,Q1A5b,Q1A5b_1_TEXT,Q65,Q65_1_TEXT,Q1B6,Q80,Q80_1_TEXT,Q80_2_TEXT,Q4B1,Q4B1_1_TEXT,Q4D1,Q4D2,Q2,Q3,Q4,Q5,Q6E1a,Q6E1b,Q6E1c,Q6E1d,Q6E1e,Q6E1g,Q1E1,Q1E2a,Q1E2f,Q1C1a,Q131,Q2A1a,Q2A1b,Q2A2,Q2A3,Q2A5,Q2A6,Q5A2,Q141,Q5B1,Q5B2a,Q5B2a_101_TEXT,Q145,Q145_5_TEXT,Q5B3,Q5B3_101_TEXT,Q252,Q252_11_TEXT,Q249,Q250,Q251,Q251_10_TEXT,Q137,Q5B2a_6_TEXT - Actionability,Q5B2a_6_TEXT - Effort,Q5B2a_6_TEXT - Effort Numeric,Q5B2a_6_TEXT - Emotion Intensity,Q5B2a_6_TEXT - Emotion,Q5B2a_6_TEXT - Parent Topics,Q5B2a_6_TEXT - Sentiment Polarity,Q5B2a_6_TEXT - Sentiment Score,Q5B2a_6_TEXT - Sentiment,Q5B2a_6_TEXT - Topic Sentiment Label,Q5B2a_6_TEXT - Topic Sentiment Score,Q5B2a_6_TEXT - Topics,Q5B3_6_TEXT - Actionability,Q5B3_6_TEXT - Effort,Q5B3_6_TEXT - Effort Numeric,Q5B3_6_TEXT - Emotion Intensity,Q5B3_6_TEXT - Emotion,Q5B3_6_TEXT - Parent Topics,Q5B3_6_TEXT - Sentiment Polarity,Q5B3_6_TEXT - Sentiment Score,Q5B3_6_TEXT - Sentiment,Q5B3_6_TEXT - Topic Sentiment Label,Q5B3_6_TEXT - Topic Sentiment Score,Q5B3_6_TEXT - Topics,Q249 - Actionability,Q249 - Effort,Q249 - Effort Numeric,Q249 - Emotion Intensity,Q249 - Emotion,Q249 - Parent Topics,Q249 - Sentiment Polarity,Q249 - Sentiment Score,Q249 - Sentiment,Q249 - Topic Sentiment Label,Q249 - Topic Sentiment Score,Q249 - Topics,Q250 - Actionability,Q250 - Effort,Q250 - Effort Numeric,Q250 - Emotion Intensity,Q250 - Emotion,Q250 - Parent Topics,Q250 - Sentiment Polarity,Q250 - Sentiment Score,Q250 - Sentiment,Q250 - Topic Sentiment Label,Q250 - Topic Sentiment Score,Q250 - Topics,Q251_10_TEXT - Actionability,Q251_10_TEXT - Effort,Q251_10_TEXT - Effort Numeric,Q251_10_TEXT - Emotion Intensity,Q251_10_TEXT - Emotion,Q251_10_TEXT - Parent Topics,Q251_10_TEXT - Sentiment Polarity,Q251_10_TEXT - Sentiment Score,Q251_10_TEXT - Sentiment,Q251_10_TEXT - Topic Sentiment Label,Q251_10_TEXT - Topic Sentiment Score,Q251_10_TEXT - Topics,Q145_5_TEXT - Actionability,Q145_5_TEXT - Effort,Q145_5_TEXT - Effort Numeric,Q145_5_TEXT - Emotion Intensity,Q145_5_TEXT - Emotion,Q145_5_TEXT - Parent Topics,Q145_5_TEXT - Sentiment Polarity,Q145_5_TEXT - Sentiment Score,Q145_5_TEXT - Sentiment,Q145_5_TEXT - Topic Sentiment Label,Q145_5_TEXT - Topic Sentiment Score,Q145_5_TEXT - Topics,Q78_9_TEXT - Actionability,Q78_9_TEXT - Effort,Q78_9_TEXT - Effort Numeric,Q78_9_TEXT - Emotion Intensity,Q78_9_TEXT - Emotion,Q78_9_TEXT - Parent Topics,Q78_9_TEXT - Sentiment Polarity,Q78_9_TEXT - Sentiment Score,Q78_9_TEXT - Sentiment,Q78_9_TEXT - Topic Sentiment Label,Q78_9_TEXT - Topic Sentiment Score,Q78_9_TEXT - Topics,Q4B1_8_TEXT - Actionability,Q4B1_8_TEXT - Effort,Q4B1_8_TEXT - Effort Numeric,Q4B1_8_TEXT - Emotion Intensity,Q4B1_8_TEXT - Emotion,Q4B1_8_TEXT - Parent Topics,Q4B1_8_TEXT - Sentiment Polarity,Q4B1_8_TEXT - Sentiment Score,Q4B1_8_TEXT - Sentiment,Q4B1_8_TEXT - Topic Sentiment Label,Q4B1_8_TEXT - Topic Sentiment Score,Q4B1_8_TEXT - Topics,Q5B2a_6_TEXT - Topic Hierarchy Level 1,Q251_10_TEXT - Topic Hierarchy Level 1,Q249 - Topic Hierarchy Level 1,Q250 - Topic Hierarchy Level 1,Q4B1_8_TEXT - Topic Hierarchy Level 1,Q78_9_TEXT - Topic Hierarchy Level 1,Q5B3_6_TEXT - Topic Hierarchy Level 1,Q145_5_TEXT - Topic Hierarchy Level 1
11/13/24 17:04,11/13/24 17:22,IP Address,35.150.223.162,37,1074,FALSE,11/20/24 17:22,R_5QXO2jgdzw1cCQ7,,,,,,,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Sometimes true,Sometimes true,"I do not know enough places where I can receive free groceries,The site does not have the type of groceries I want or need.",,A vehicle owned by you or a household member,Poor,Some months,Some months,Some months,Some months,Never,No,1,No one in the household under age 18,1,Enter your age in years:,71,A woman,,No,White,Enter zip code (5 digit),38483,,,Enter county,USA,Grades 1 through 8 (Elementary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/24 17:26,11/20/24 17:39,IP Address,174.212.167.58,100,783,TRUE,11/20/24 17:39,R_5rO2aTn7LkNkfGY,,,,,35.9438,-84.0217,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,Yes,Never true,Often true,"I do not know enough places where I can receive free groceries,Other",Disability ,Public transportation like the bus,Poor,Every month,Every month,Every month,Every month,Every month,Yes,1,No one in the household under age 18,1,Enter your age in years:,62,A man,,No,Black or African American,Enter zip code (5 digit),37207,,,Enter county,Davidson ,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Robert 779 208 9279,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,No,None,None,Never,Never,No,No,No,Yes,Yes,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Retired,A place you rent,,Don't know,"Yes, living/staying here",No,Yes,2 weeks,,,,,,,,,"Transportation assistance (for example, bus vouchers or free rides)",,OK ,Because it is..,Healthy and affordable food,,No ,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,
11/20/24 16:37,11/20/24 17:44,IP Address,75.208.210.66,100,4022,TRUE,11/20/24 17:44,R_1fATRLgXUxH42S2,,,,,36.2646,-86.702,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,24,,,No,Sometimes true,Never true,"I do not know enough places where I can receive free groceries,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Poor,1 or 2 times per year,1 or 2 times per year,Never,1 or 2 times per year,Never,No,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,53,A woman,,No,White,Enter zip code (5 digit),37355,,,Enter county,Coffee county,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Wendy 9318412914,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Other","Lupus. Fibromyalgia, Raynaud's disease hands and feet.Trigeminal Neuralgia. Cirrhosis of the liver secondary to NASH, L5 disk damage",No,Yes,None,1 time,Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,Very little,Completely,"$2,000 â€“ $2,999",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",No,No,,No,No,I have not applied because I don't think I am eligible.,,,,,,"Nutrition education,Health care services or health screenings,Transportation assistance (for example, bus vouchers or free rides),Employment assistance (for example, job training or resume writing),Mental health assistance or referrals,Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Painful,Because of all the illnesses I have ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Thank you for helping the community ,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-2,Very Negative,,,Unknown,,,,,,,,
11/20/24 18:10,11/20/24 18:20,IP Address,174.212.163.122,100,573,TRUE,11/20/24 18:20,R_3IKc8q13zSWn0pr,,,,,36.0014,-83.9125,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,Other,Voucher is end of Nov,No,Often true,Often true,"I do not know enough places where I can receive free groceries,It takes too long to wait at the site for free groceries.",,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Every month,Never,Yes,1,No one in the household under age 18,Prefer not to answer,Enter your age in years:,58,A woman,,No,"White,Native Hawaiian or other Pacific Islander",Prefer not to answer,,,,Prefer not to answer,,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/24 18:22,11/20/24 18:43,IP Address,136.58.35.231,100,1257,TRUE,11/20/24 18:43,R_3VfhzSgWXsIw3RZ,,,,,36.1769,-86.7339,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Sometimes true,Never true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Fair,Some months,Some months,Never,Some months,Never,No,6,3,2,Enter your age in years:,67,A woman,,No,Black or African American,Enter zip code (5 digit),37206,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",6154773027,,Other,Cancer,No,No,None,None,Does not apply to me,Never,Yes,No,Yes,Yes,Yes,No,Yes,Somewhat,Somewhat,"$1,000 â€“ $1,999",Retired,A place you own,,Yes,"Yes, living/staying here",No,No,,Yes,,,,,,Don't know,,Housing/utility assistance or referrals,,Okay,Because it is okay,Reducing racism and discrimination,,,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
11/20/24 19:20,11/20/24 19:27,IP Address,172.58.147.14,100,417,TRUE,11/20/24 19:27,R_3PH1l0AlsyWf7Fv,,,,,36.1406,-86.7508,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,every two months,,,No,Often true,Sometimes true,The locations are too far away from me or inconvenient for me to visit,,Public transportation like the bus,Excellent,Some months,Some months,Prefer not to answer,Some months,Never,No,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,53,A woman,,No,Black or African American,Enter zip code (5 digit),37209,,,Enter county,Davidson,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/24 21:09,11/20/24 21:33,IP Address,96.125.233.195,100,1440,TRUE,11/20/24 21:33,R_1vj1zyXj8IMODtK,,,,,34.9763,-86.835,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,40,,,No,Often true,Often true,"The places where I can receive free groceries are not open during the times or days that I need,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,A vehicle owned by you or a household member,Poor,Every month,Every month,Every month,Every month,Never,Yes,5,3,1,Enter your age in years:,47,A woman,,No,White,Enter zip code (5 digit),38449,,,Enter county,Ardmore ,Grades 1 through 8 (Elementary),"Yes, and my first name and phone number is:",Rose 9313094371,,"Diabetes / sugar diabetes / prediabetes,Heart disease / stroke",,No,No,None,None,Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Retired,A place you rent,,Yes,"Yes, living/staying here",No,No,2 weeks,,,,,,,,,None,,Poor,Not enough food and not enough money to buy personal things,"Healthy and affordable food,Being able to save money and pass it on to my family,Something else",Enough food,Need praying more around the world need god,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/24 14:47,11/20/24 22:38,IP Address,24.158.124.41,100,28276,TRUE,11/20/24 22:38,R_5OGx3ZzwNUohaVP,,,,,35.8198,-88.9159,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Often true,Often true,Other,"I appreciate the food I do receive but itâ€™s usually not what I need like bread, milk or eggs.",A vehicle owned by you or a household member,Fair,Every month,Every month,Some months,Some months,Some months,No,4,No one in the household under age 18,1,Enter your age in years:,58,A woman,,No,White,Enter zip code (5 digit),38343,,,Enter county,Gibson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Michelle sunfire411@gmail.com,"Diabetes / sugar diabetes / prediabetes,Heart disease / stroke",,No,Yes,1 time,1 time,Sometimes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Not at all,Completely,"$2,000 â€“ $2,999","Not working/unemployed,Retired",A place you rent,,Don't know,"No, living somewhere else ",Yes,Yes,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,"Housing/utility assistance or referrals,Mental health assistance or referrals",,Stressful,There is instability in circumstances right now where I canâ€™t make a plan to get out of the rut weâ€™re in.,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Quality education and training,Affordable housing in my community",,I really appreciate the help yaâ€™ll give to the communities in all aspects of Every day life.,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Thankfulness,,0,0,Mixed,,,Unknown,,,,,,,,,,,,,,,,,,,,
11/20/24 22:37,11/20/24 22:56,IP Address,99.174.190.181,100,1121,TRUE,11/20/24 22:56,R_5HXpE9E4JzE0Brj,,,,,36.2598,-86.6478,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Never true,Sometimes true,I feel unwelcome at the sites in my community.,,Public transportation like the bus,Good,Some months,Some months,Some months,Some months,Never,No,1,1,1,Enter your age in years:,75,A woman,,No,Black or African American,Enter zip code (5 digit),37138,,,Enter county,Madison,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Constance9016194518,,High blood pressure / hypertension,,No,No,None,None,Never,Never,Yes,No,Yes,Yes,Yes,No,No,Somewhat,Somewhat,Zero ,Retired,A place you rent,,Yes,"Yes, living/staying here",No,No,,No,Yes,,,My income or resources were too high.,,,,Help signing up for food assistance programs like SNAP (food stamps) or WIC,,Comfortable ,No stress,"Reducing racism and discrimination,None",,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Easy,1,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 4:12,11/21/24 4:22,IP Address,172.58.144.120,100,582,TRUE,11/21/24 4:22,R_3VNOJskRLdWvjtO,,,,,36.1406,-86.7508,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,24,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,The locations are too far away from me or inconvenient for me to visit,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,"Public transportation like the bus,Biking or walking",Fair,Some months,Never,Never,Every month,Every month,No,2,1,No one in the household over age 60,Enter your age in years:,41,A woman,,No,White,Enter zip code (5 digit),37209,,,Enter county,Davidson ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Rachel 7692619176,,None,,Yes,Yes,None,1 time,Rarely,Often,No,Yes,No,Yes,No,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you rent,,No,"No, living somewhere else ",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,"Nutrition education,Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Transportation assistance (for example, bus vouchers or free rides),Mental health assistance or referrals,Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Okay,Improving but not where I want to be yet,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Quality education and training,Affordable housing in my community,Reducing racism and discrimination,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,More mobile food pantries or some that can deliver to those that donâ€™t have help getting to them,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Mixed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 6:24,11/21/24 6:40,IP Address,68.184.171.128,100,953,TRUE,11/21/24 6:40,R_7g1y9FMLsVUMDmW,,,,,36.213,-86.3011,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Often true,Sometimes true,"I do not know enough places where I can receive free groceries,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Good,1 or 2 times per year,Some months,Some months,Some months,Never,Yes,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,47,A woman,,No,White,Enter zip code (5 digit),37087,,,Enter county,Wilson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Jennifer Gooch 615-588-7339,,Prefer not to answer,,No,Yes,None,2 to 3 times,Does not apply to me,Does not apply to me,Yes,Yes,No,Yes,Don't know,Yes,No,Not at all,Completely,Zero ,Not working/unemployed,Someone elseâ€™s place,Friendâ€™s,No,"No, living somewhere else ",No,Not applicable,4 weeks,,,,,,,,,Housing/utility assistance or referrals,,Unsettled ,"My life is unsettled, due to circumstances I canâ€™t control. ","Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits,Convenient, reliable transportation",,I am very grateful for any and all help and support I receive. Thank you!!,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,Low,Sadness,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 6:37,11/21/24 6:49,IP Address,75.33.146.45,100,714,TRUE,11/21/24 6:49,R_5pJDymA8G3N4Vp4,,,,,36.213,-86.3011,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,7,,,No,Often true,Often true,"The places where I can receive free groceries are not open during the times or days that I need,The locations are too far away from me or inconvenient for me to visit,I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Every month,Every month,No,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,46,A woman,,No,White,Enter zip code (5 digit),37090,,,Enter county,Wilson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Danielle  punkbar78@gmail.com,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,Yes,None,None,Often,Often,Yes,Yes,No,Yes,Yes,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you rent,,No,"Yes, living/staying here",No,Yes,,No,Yes,,,My income or resources were too high.,,,,Help signing up for food assistance programs like SNAP (food stamps) or WIC,,Pathetic ,"Iâ€™m not living my life, just trying to survive it. ","Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Affordable housing in my community,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Grateful for my local food bank!!,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-2,Very Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 8:19,11/21/24 8:34,IP Address,172.58.123.24,100,898,TRUE,11/21/24 8:34,R_1pDWRzlCHayYSch,,,,,42.4652,-83.3713,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Often true,Sometimes true,"The places where I can receive free groceries are not open during the times or days that I need,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Good,Every month,Every month,Every month,Every month,Never,Yes,6,4,No one in the household over age 60,Enter your age in years:,29,A man,,No,White,Enter zip code (5 digit),38478,,,Enter county,Usa,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Hubert 9315051104,,None,,Yes,Yes,None,1 time,Prefer not to answer,Often,No,No,No,Yes,Don't know,No,No,Very little,Very well,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you rent,,Don't know,"No, living somewhere else ",No,No,3 weeks,,,,,,,,,None,,Content ,Glad to have what I have. Times get hard but I'm content with what I have,Better jobs that pay well and offer benefits,,No ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,Low,Joy,,0,0,Mixed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 8:48,11/21/24 8:58,IP Address,73.58.207.173,100,637,TRUE,11/21/24 8:58,R_6riU17NhHeRCJ0S,,,,,35.8437,-86.3881,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,No,Never true,Never true,"I do not think I am eligible to get free groceries.,I do not face any challenges",,A vehicle owned by you or a household member,Very good,Never,Never,Never,Never,Never,No,1,No one in the household under age 18,1,Enter your age in years:,69,A man,,No,Prefer not to answer,Enter zip code (5 digit),37167,,,Enter county,US,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 8:58,11/21/24 9:14,IP Address,166.194.158.40,100,938,TRUE,11/21/24 9:14,R_5N5BtzwsjWdqEuJ,,,,,36.1115,-86.6598,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The site does not have the type of groceries I want or need.",,A vehicle owned by you or a household member,Fair,Every month,Every month,Every month,Every month,Every month,Yes,7,3,No one in the household over age 60,Enter your age in years:,51,A woman,,No,White,Enter zip code (5 digit),38478,,,Enter county,Giles,College 4 years or more (College graduate),"Yes, and my first name and phone number is:",Lovey 931-207-0583,,None,,Yes,Yes,None,2 to 3 times,Rarely,Rarely,No,Yes,No,Yes,Yes,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,No,"Yes, living/staying here",No,Yes,2 weeks,,,,,,,,,Housing/utility assistance or referrals,,Struggle,I live day to day,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Affordable housing in my community,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/24 9:29,11/14/24 9:31,IP Address,107.77.234.78,12,93,FALSE,11/21/24 9:31,R_7ea9qtWO9JSpyvD,,,,,,,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,"I did not need help with groceries this month.,I am not comfortable asking for help.",,No,Sometimes true,Sometimes true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/24 9:38,11/21/24 9:38,IP Address,98.240.12.122,100,35,TRUE,11/21/24 9:38,R_6xVXF7OUZj3yzND,,,,,36.0571,-86.6729,anonymous,EN,I am 18 years or older and do not want to begin the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/24 9:39,11/14/24 9:42,IP Address,107.127.53.58,35,221,FALSE,11/21/24 9:42,R_7mm813tUQ4f6N0Y,,,,,,,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,9,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,I do not think I am eligible to get free groceries.",,A vehicle owned by you or a household member,Fair,,,,Every month,Every month,Yes,6,3,No one in the household over age 60,Enter your age in years:,35,A woman,,No,White,Enter zip code (5 digit),38351,,,Enter county,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/24 9:46,11/14/24 9:47,IP Address,172.58.147.40,6,67,FALSE,11/21/24 9:47,R_6LFjOi3bnhZa48Q,,,,,,,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
